score,text
1,"in atras zonas funti stètias agatadas monedas de su perìodu de caligola e domitzianu, una losa romana, una cordonera e una perda milliari chi s'agatat in crèsia de santu jorgi.
"
1,"su nòmini de sa bidda benit de su perìodu romanu e pigada su nòmini de sa bia chi percurriat dae casteddu a porto torres:
"
1,"sexto ab urbe lapide, o siat acanta de sa pedra milliari agatada in sa bidda cun s'iscrita:
"
1,"ad sextum lapidem.
"
1,"in s'idadi de mesu sestu fiat pati de su judicau de casteddu i est stètia posta in sa curadoria de su campidanu.
"
1,"candu su judicau est arrutu (1257) sa bidda fadiat parti de su comunu de pisa.
"
1,"prus ananti est passada a is aragonesus chi in su 1324 fadiat pati de su fèudu de berengario carroz.
"
1,"in su 1363 est stètia criada sa contea de quirra e sa bidda de sestu est intrada a fai pati de sa baronia de santu migheli, sempri fèudu de is carroz.
"
1,"in su 1603 fadiat pati de su fèudu de is centelles e prus ananti est passada a is osorio chi d'ant tenta fintzas a s'abolitzioni de su feudalèsimu (1839).
"
1,"de su 1840 sestu est comunu lìberu.
"
1,"oi sa bidda de sestu contada 18.
"
1,"113 bividoris.
"
1,"istòria demogràfica
"
1,"nascint cumenti guerrilla's band a sa iscola, in torino.
"
1,"si tzerriant franti in su 1982.
"
1,"pigant su nomini de su protagonista de cuore de edmondo de amicis.
"
1,"cussu chi 'n ci ghettada is cogorrus a is birdis e arrit candu ca morrit su rei.
"
1,"cojant una politica de autogestioni e autoprodutzioni candu ca in italia du fadiat pagu genti.
"
1,"inantis faint una cascitta cun duas cantzonis, a pustis un'artra, luna nera, in 500 copias, a sa fini fatta torra in vinile.
"
1,"po issus su copyright est una forma de fascismu.
"
1,"a pustis de luna nera sighint is autoprodutzionis, cun sa collaboratzioni de etichettas e distribuzionis de su mundu de s'autogestioni, ma sempri controlladas in totus is aspettus de is cumponentis.
"
1,"sa banda fit cumposta dae stefano giaccone (sassofono, chiterra, boghe), vanni picciuolo (chiterra), massimo d'ambrosio (basciu), marco ciari (baterìa) e lalli (boghe).
"
1,"su mandarinu standard est sa lìngua tzinesa fueddada ofitziali impreada in sa repùbriga popolari de sa tzina, sa repùbrica de tzina o taiwan, malaìsia e singapura
"
1,"sa pronùncia de su mandarinu standard dda ghiat su dialetu de pechinu (tradizionali:
"
1,"北京話, simpli:
"
1,"北京话, pinyin:
"
1,"běijīnghuà, chi est parti de su mandarinu, unu grupu mannu e vàriu de dialetus tzinesus fueddaus de su nord a su sudovest de sa tzina.
"
1,"sa gramàtiga de su mandarinu standard dda donat su linguàgiu tzinesu scritu standard, custu puru po su prus fundau in su mandarinu.
"
1,"acàpius de foras
"
1,"dizionario-cinese.
"
1,"com dizionario cinese.
"
1,"tenit prus de 300000 lemas.
"
1,"stimu su tzinesu (scompartu)
"
1,"introdusidura a sa lìngua tzinesa
"
1,"limbas orientales
"
1,"ulassa est una bidda de 1.
"
1,"613 abitantes de sa provìntzia de s'ogiastra.
"
1,"ulassa est posta in su coru de s'ogiastra, in mesu de is montis.
"
1,"sa bidda est posta intra mesu su tacu a nord e su monti tisiddu a sud:
"
1,"in is peis de su taccu due funti una bella pariga de grutas, sa prus connota est sa gruta de su màrmuri chi est longa prus de 800 metrus, est su principali logu po is turistas de sa zona.
"
1,"cullegamentos de foras
"
1,"barùmini est unu comunu sardu de 1.
"
1,"413 bividoris de sa provìncia de su campidanu de mesu in sardigna, in sa curadorìa stòrica de sa marmidda.
"
1,"in is làcanas de sa bidda s'agatat ""su nuraxi"", su molimentu nuràgicu prus famau de sa sardigna, connotu de s'unesco cumenti sienda de s'umanitadi (iscritu in su 1997).
"
1,"comunes de sa provìntzia de su campidanu de mesu
"
1,"gonnos (gonnosfanadiga in italianu) est una bidda de 6.
"
1,"970 bividoris me sa meria o provìntzia de casteddu (ca) fintzas a s'annu 2005, sa meria de provìntzia de su campidanu de mesu (vs) fintzas a su 2016 e a sa a sa meria de provìntzia de sud sardigna (su) fintzas a su 2021;
"
1,"imoi pertenessit a sa meria de provìntzia de su campidanu de mesu (vs).
"
1,"is biddaus de gonnos si tzèrriant 'gonnesus'.
"
1,"sa bidda est situada me sa vaddi de su monti linas.
"
1,"in antigòriu fiant duas biddas dividias dae s'arriu riu piras:
"
1,"gonnos, sa prus bècia, a monti, e fanadiga in pranu.
"
1,"est connota po is ortus, (si narat chi sa tzindria de gonnos est sa prus durci de totu sa sardìnnia), s'ollu e is olias (gonnos est ""tzitade de s'ollu"" dae medas annus bèndit s'ollu suu me totu su mundu).
"
1,"sa genti bivia de masseria (ortus, olivàrius e bìngias), e cun su traballu in miniera (ingurtosu e monti bèciu) fintzas a is annos '60.
"
1,"s'arriu piras nascit a perda de pibera, aundi ci fiat sa miniera bècia de 'molibdenite' serrada me s'annu 1952.
"
1,"oi, perda de pibera est parcu naturale.
"
1,"is hurritas funti stettius una popolatzioni insediara a nord de sa mesopotamia candu ca ci fiara s'etadi de su bruntzu.
"
1,"barrali ""barrabi"" est unu comunu de 1.
"
1,"076 abitantes de sa tzitadi metropolitana de casteddu e fai parti cumente a zona de sa trexenta,e posizionadu ais peisi de monte uda, ed esti finchegiadu de su riu mannu.
"
1,"is abbitantis de barrabi si naranta barrabesusu, ancora prima in sa antighidadi si naranta arrabesusu.
"
1,"sa bidda de barrabi s'agatada in unu crocivia geograficu,tra tresi zonasa diversasa,infati fai lacana cun sa idda de donori, chi esti in sa zona de su parteola,faidi lacana cun samatzai, chi esti in su campidanu,e a sa fini fai lacana cun sant'andria e frius, ortacesus e pramantellu, chi funti in trexenta,cumenti esti barrabi e tottu.
"
1,"studiososo ante stabilidu,a barrabi esistiada gia fida de 4700 annos prima de cristu.
"
1,"su territoriu este riccu de logos de importanzia archeologica, de differenti periudusu storicusu:
"
1,"nuraxi de monte uda, nuraxi de su guntruxiu,sa domu de s'orcu,natabi, muridinas,s'aruta, sa rocca de sa trinidadi,sa terra de is aurras, e aterusu logos puru.
"
1,"storia barrabi in su periudu mediuevali,fadiada parti de sa curatoria de dolia, cun sedi un santu pantaleu.
"
1,"in cusu tempusu barrabi fiada una bidda meda pittica.
"
1,"dopu chi is' aragonesusu invadinti sa sardigna, a metadi de su 14° seculu,barrabi passada a is feudusu de sa trexenta.
"
1,"su territoriu de barrabi esti attraversadu da nord a sud de su riu mannu.
"
1,"in s'antighidadi, su riu a contribuiu a s' economia agricola, is agricoltorisi usanta,is carropusu po acquai is terrenusu.
"
1,"barrabi esti stetiu sempri serbiu de sa ferrovia casteddu lanusei arbatax e casteddu sorgonu, ponendidu in una situazioni de collegamentusu meda favorevolisi.
"
1,"nomenclatura
"
1,"samatzai (nòmene antigu santu maccari) est una bidda posta in sa sardigna de giossu, in su territòriu de sa tzitadi metropolitana de casteddu, tenit 1.
"
1,"746 personis e est a 30 km de sa capitali sarda, casteddu.
"
1,"biddeputzi (villaputzu in limba italiana) est una bidda e unu cumunu de 4 634 bividoris de sa tzitade metropolitana de casteddu.
"
1,"est in sa regioni geogràfica de su sarrabus, e fait parti de sa diocesi de lanusèi.
"
1,"tenit calincunas fratziones in su territòriu suu:
"
1,"portu corallu, portu tramatzu, chirra, santu larentzu, santa maria, cala murtas.
"
1,"su comunu est postu 8 metrus apitzus de si livellu de su mari.
"
1,"su territòriu suu tenit un'isterrida de ha.
"
1,"429 e allacanat cun is comunus de murera, santu 'idu, tertenia e foghesu.
"
1,"sa bidda est posta in dd'un brevi tretu formau cun is aremaduras de sa foxi de su flumendosa, a canta de is cucurus de su sarrabus.
"
1,"su toponimu de sa regiòni geogràfica, ""sarrabus"", lompit cun meda probabilidadi de su nomini de sa bidda antiga de sarcopos, is calis arruinas s'acatant innantis de sa localidadi de santa maria.
"
1,"is distàntzias de is comunus prus de importu:
"
1,"biddesatu est una bidda de 1.
"
1,"353 animas de su gerrei in sa tzitade metropolitana de casteddu.
"
1,"sa bidda s'agatat in sa zona tzerriada gerrei (fintzas a s'ottucentus imperant fintzas su nomene galilla) e s'agatat a un'atesa de circa 500 metrus a s'alivellù de su mari.
"
1,"sa zona de biddesatu s'afaciat a nord-est in su flumendosa, riu de importu mannu pro itè fai sì ca sa terra siat fertili e bona at essi traballada, e arribat à pusti su riu e fintzas a su saltu de cuirra, in sa zona tzerriat barigau.
"
1,"su territoriu andat e sighit a sud in diretzioni de monte genis (979 metrus), ca s'agatat in su comunu de biddesatu e connotù po sa mozza d'aqua bona pro' donnia cosa.
"
1,"in su cuccuru de monte genis, monti ca fai parti de su parcu naturale de su monte dei sette fratelli (monte de is setì fradis) , sì godit de una bona vista, e si podint biri i montis de s'ogliastra e de su gennargentu a nord e is montis de su casteddaiu a sud (serpeddì, sette fratelli ecc).
"
1,"sempre in pitz'e su monti ddu est una costrutzioni de nuraghes.
"
1,"in fra mesu e sas tupas de ilixi, olioni e atras matas ca s'agatant in custa zona, si podint agatai stranas figura ca s'aqua e su bentu ant traballau in sas perdas.
"
1,"in s‘est su territoriu est serrau de su monte lora, connotu pro sa forma de sfinge, ca sinniat su tremini cun su comunu de santu 'idu duncas cun sa regione sarda de su sarrabus.
"
1,"de sa bidda sì podint biri is cuccurus de su gennargentu, pro esempiu su monti de santa vitória de esterzili, sa punta de sa marmora, is cuccurus de s'ogliastra (sa perda liana de gairo, is taccus de jerzu, is montis de tertenia, monti cardiga de perdesdefogu), fintzas a su mari de sa costa orientali de sa sardigna, ca sì podit arribai in pagu tempus cun sa ventura.
"
1,"in sa zona de biddesatu ddui funt calincunas grutas:
"
1,"""sa grutta manna"" e ""sa grutta 'e scusi"" inui bivit su geotritone sardo.
"
1,"flora e fauna
"
1,"sa zona est arricca de ilixi, olia, modditzi, olioni, murdegu, sparau e cardolinu.
"
1,"funt medas fintzas is animalis ca s'agatant in sa zona: cerbus e murvonis in su territòriu de monte genis, achillis, storis, spraberis, sirbonis, marcius e gatus.
"
1,"su nomini biddesatu benidi de su latinu ""saltus"" (sa(r)tu), po nai propriu una bidda de satu.
"
1,"finciasa de s'etadi prenuragica sa zona furiada popollada.
"
1,"in su territoriu dui funti infatti tombasa, menhir, nuraxisi ancora intreusu commenti sa dom'e sa nì e corrolia.
"
1,"sa zona è poi passada asutt'e su dominiu de is fenicius e cartagine po poi passai in manu ai romanus de su ii seculu a su v seculu appust'e cristu.
"
1,"sa bidda è stetia asutt'e su dominiu gallilense, ca adi protteggiu sa terra da is invasionisi romanasa e ancora oi s'agattanta is segnallisi a cea romana e monte arrubiu.
"
1,"testimonianzaza de custas cosasa funti scrittasa in sa tavola di esterzili.
"
1,"sa zona furiada logu de scorribandasa vandallicasa e bizantinasa.
"
1,"appusti succiadasa custas cosasa si ennidi a farmoi una bidda, protetta e ricca de acqua po agattai protezioni da is bandidusu de sa barbagia.
"
1,"in su medioevu sa zona furiada asutt'esu dominiu sa giurisdizione de casteddu, finciasa a essi governada de sa gallura.
"
1,"cun sa conquista de sa sardigna de patti de is aragonesusu la zona passò a is spagnollusu e in su 1681 la idda fu comprendia in sa cuntea de biddesatu.
"
1,"in su 1708 sa zona passò a is austriacusu po poi arribbai in su 1718 a su duca de savoia.
"
1,"sa bia chi cullegada su gerrei cun su campidanu è stetia pagada de is biddesatesusu cun sa bendida de parti de is terrenusu.
"
1,"gratzias a sa nascida de custa bia is circadoris ligurusu e francesusu iant agatau meda mineralis ca ianta portau a sa nàscida de sa miniera de su suergiu;
"
1,"fondamentalli po sa storia de sa comunidadi locali.
"
1,"in su 1906 in biddesatu e in su bixinu iglesienti c'è stettia una protesta manna de is minadorisi po is pretziusu tropu attusu de sa cosa de pappai e de sa bida in generali, ed è stata fatta una lastra po arregordai is mortus e unu libru che contada cussu che est acadèssiu.
"
1,"biddesatu cun sa miniera de antimoniu de su suergiu esti una interessanti area de su parcu geominèrariu de sa sardigna.
"
1,"funti medas is minieras de su gerrei che dipendiant de sa miniera su suergiu de biddesatu.
"
1,"in custa miniera in su dixiannoiesimu séculu fiat nàscia una fonderia che ne is annus est diventada unu centru de produtzioni de antimoniu meda importanti po s’europa cun prus de cuatruxentus operaius.
"
1,"candu est spaciau su giacimentu in su 1950 sa fonderia iat incumentzau a traballai mineralis de àteras minieras sardas e agoa aiat pigau sa materia prima de su mercau stranju.
"
1,"ne is annus ’80 anti studau is forrus e is tenicus e is minadoris anti serrau po sempri is gallerias.
"
1,"guadangiu in sa bidda
"
1,"funti medasa i biddesatesusu pastorisi in sa zona de biddesatu, e si dedicanta ad allevai animmallisi de fattoria commenti crabasa, brabeisi, baccasa e boisi, procusu, cuaddusu, puddasa.
"
1,"a bottasa is imprendidorisi anti decidiu de si dedicai a custu settori imperendi macchinariusu po allebiai su traballu e ottenniu unu maggiori guadangiu e produzioni de latti de bacca e de brabei.
"
1,"s'agricoltura, graziasa a su terrenu fertilli esti beni svilluppada e permittidi de produrri meda frutta, berdura, leguminisi e cereallisi po du imperai o po du endi.
"
1,"graziasa a una pariga de contributusu po s'imprenditoria giovanilli sa bidda s'esti arricchia de buttegasa po sa cosa de pappai, is oggettusu e sa produzioni de cosasa de sa zona.
"
1,"una pariga de biddesartesusu funti impiegausu in su settori terziariu e in is traballus statallisi,
"
1,"descrizioni de sa bidda
"
1,"sa bidda è divida in duas partisi:
"
1,"sa parti bascia s'agattada tott'a giru a giru de sa cresia de santi michelli arcangellu, e sa noa a gir'e sa prima cresia de sa bidda, una cresia de su 1500 dedicada a santa brabara.
"
1,"sa bidda è dividia in rionisi:
"
1,"corea, terrepedis, concia, su cuccuru, terrapieno, bracuccia, funtana de josso, forreddu, su occili, su battumeo, cott' e ois, ziu antini.
"
1,"camminendu in su impedrau in su centru storicu de sa bidda s'agattada sa omu museu (innui si bodinti biri medasa attrezzusu de traballu imperausu in su passau in sa bidda) e medas'omusu costruisa cun sa pedra.
"
1,"sa bidda tenidi ognia serviziu necessariu a una vida dignitosa:
"
1,"sa mina de su suergiu
"
1,"in su pallazzu ca fiat sa domu de su diretori de sa mina e de is ofìtzius aministrativus oi s'agattada su museu de sa mina, e innai funti espostasa tottus is cosasa ca imperanta po traballai.
"
1,"custa mina fiat una de is prusu importanti po sa produtzioni de su antimòniu ca eniada imperau in is gherras.
"
1,"est in sa prus arta parti de s’àrea e de innia su diretori podiat controllai de pitzu is traballus de su scalladroxu e is àterus ofìtzius.
"
1,"is traballus funt acabaus in is annus ’70 proita ca nci fiant meda spesas e cumbeniat a portari is mineralis de àterus logus.
"
1,"is tradizionisi
"
1,"santu michelli arcangelu - è su patronu de sa bidda e si festeggiada su 29 cabudanni.
"
1,"sa festa ennidi cellebrada scetti relliggioamenti e scetti ognia tanti c'ha festa civilli.
"
1,"santa brabara - sa festa prusu manna de sa bidda esti cussa de santa brabara, cellebrada su primu lunisi de su mes'e làmpadas.
"
1,"sa festa durada assummancu 4 disi e in custa occasioni sa bidda si prenidi de genti ca benidi de sa barbagia, de su sarrabus
"
1,"sa stessa festa benidi fatta su primu dominigu de argiolas po donai sa possibillidadi a is turistasa e a is immigrausu de partecippai.
"
1,"is festasa funti organizzada cun processionisi in giru po tottu sa bidda e cun cantusu e ballusu.
"
1,"santu cristollu - a una pariga de chillometrusu de da bidda s'agattada sa cresia de santu cristollu.
"
1,"po sa festa, cellebrada tra su 13 de austu e su 14, benidi fatta una processioni partendu de sa cresia parrocchialli e a pei s'arribbada a sa cresia campestri.
"
1,"su rientru de su santu a sa cresia parrocchialli enidi fattu cun una processioni in macchina ca accabada cun sa benedizioni de is autistasa.
"
1,"sant'antoni e santu srebastianu - sa festa de custus'dusu santusu esti su 17 e su 20 de gennaxiu.
"
1,"po custasa duasa cellebrazioni funti organizzaus is fogaronisi in pratz'e cresia e a sa genti si onanta arangiusu po una festa e pani po s'atra.
"
1,"is animeddas - una festa po is mannusu e is pitticcusu.
"
1,"sa mingianu de su 31 de su mes'e ladamini is pippiusu andanta de domu in domu e sa genti di onada cos'e pappai (drucisi o frutta) in onori de is mottusu.
"
1,"sinnadroxiu - sa festa si faidi in su sattu accant'e sa bidda in sa dì de s'ascensioni.
"
1,"su sinnu po arrecconnosci su bestammini benidi fattu in custasa disi, e po custu motivu enidi fatta custa festa.
"
1,"is pastorisi fainti su casu e custu enidi arregallau a sa genti in unu muncadori e sa proloco de da bidda faidi unu prangiu con pezza de brabei.
"
1,"in ognia festa su gruppo folk de ""santu cristollu"" si bestidi cun su custummu de biddesatu e baddada su ballu sardu.
"
1,"commenti arribbai
"
1,"387, e passenciundenci in santu andria frius.
"
1,"candu si arribbada a paollisi si depidi lassai sa strada statalli e pigai sa strada provincialli chi potadda a biddesartu e armungia.
"
1,"sa strada tenidi medas curvasa ma funti scetti 64 chillometrusu e c'ollidi un'oretta po arribbai.
"
1,"s'arribbada a biddesatu in una mes'oredda camminendu in sa s.
"
1,"arribbausu ad archefossu tra santu 'idu e ballau si girada a s'incrociu chi aziada in sa vallada de su rio cannichili finciasa ad arribbai a biddesatu.
"
1,"353 abitantisi funti distribuiusu in 549 famigliasa cun una media po famiglia de 2,46 personasa.
"
1,"i 10 sangunausu ca s'agattanta demprusu funti:
"
1,"congiu, cotza, lusso, melis, cappai, cinus, murtas, angius, gessa, usai, spagnesi.
"
1,"cullegamentos de foras
"
1,"sarrabus-gerrei
"
1,"useddus esti ua bidda de sa provìncia de aristanis, s'agata a 289 metrusu inpitzu de su mari e teidi 933 bividorisi.
"
1,"jamison young est unu cantautori e musicista australianu.
"
1,"immoi bibiri a praga.
"
1,"sonara sa ghitarra e s'armoniga.
"
1,"cantara sa cantzoni finali de su film x-files:
"
1,"voglio crederci.
"
1,"shifting sands of a blue car (2005)
"
1,"acàpius de foras
"
1,"donnie darko est su film de cumentzu de richard kelly, scritu e prodùsiu in su 2001 e torrau a trasmiti in su 2004 in is cìnemas in sa versioni director’s cut prus longa de 20 minudus.
"
1,"custu “torrai a nasci” est po su suportu mannu chi ddis ant donau is fans, chi cunsiderant custu film unu cult, gràtzias a sa amistura de esoterismu e fantaiscientzia, mancai is guadàngius in is box-office fessint partus, in is tempus de sa primu bessida, bàscius meda (517.375 de dollarus), cosa custa chi no si torrat a presentai candu su film bessit po sa segundu borta tenendi sucessu mannu.
"
1,"su film est abarrau inèditu in sardigna e in italia in su 2001, ma a pustis de sa presentatzioni comenti film a foras de cuncursu de sa 61° amosta internatzionali de s’arti cinematogràfica de venezia de su 2004 e de sa bessida in is stadus unius de amèrica in sa versioni director’s cut, s’òbera de kelly est lòmpia fintzas in is cìnemas nostus.
"
1,"a pustis, in su nadale de su 2005, est istètia pubricada sa versioni director’s cut in dvd po sa sardigna e s’itàlia.
"
1,"custa est sa preditzioni spantosa chi benit donada a su spetadori a su cumentzu de su film.
"
1,"est su noti de su 2 de donniasantu 1998, sa televisioni bogat is cunfrontus aroru de de george w.
"
1,"bush e michael dukakis.
"
1,"elizabeth, sa filla manna, est torrendi a domu, candu s’esistèntzia de sa genia darko benit sciusciada de s’arrutroxa de unu motori in s'aposentu de letu de donnie.
"
1,"donnie no nci est ingunis: a pustis de unu viàgiu in stadu de sonnambulismu, si nci agatat in d-unu campu de golf de su middlesex, in virginia, e benit scidadu de duus giogadoris.
"
1,"donnie si agatat una secuèntzia strama de nùmerus in su bratzu:
"
1,"donnie darko (jake gyllenhaal) est unu giòvanu chi tenit is problemas de s’edadi: unu liceali abillu, intelligenti, bonu cun chini si siat chi apat problemas, ma no est bistu beni meda de is àterus fedalis.
"
1,"donnie est ischitzofrènicu, pigat meixinas po sa maladia e parit serrau in su mundu suu; parit bivendi in d-unu stadu depressivu chi ddi fait passai sa vida cun stanchesa chene cumprendi ita est sa vida, tenendi certus cun chini, cun falsidadi e bigotismu, ddi bolit donai una visioni de sa vida prexada e chene strobus.
"
1,"sa genia darko est unu esempru craru de sa middle-class americana: eddie, unu babu republicanu chi tenit chistionis ideològicas impari a sa filla manna; elizabeth, acanta a su college, de ideas progressistas e anticonfurmistas; rose, una mama premurosa, istudiada e chene bigotismus ma prena de sensus de crupa po no arrennesci a comprendi su fillu donnie; e samantha, chi fait parti de su atòbiu de ballu sparkle motion.
"
1,"donnie torrat a domu cun s'acatu de sa genia sua, prexada de torrai a ddu bii in saludi e bivu, candu benit a sciri de essi fuiu a sa morti po s’arrutroxa de su celu de unu motori de unu boeing, chi is ispetoris de sa faa non scint de innui siat arruta, poita ca no arresurtat nisciunu motori istacau de is aèreus a su momentu de s’incidenti.
"
1,"sa vida torrat a cumentzai, ma de custu momentu unus cantu eventus si ant a afaciai in sa vida de donnie andendi a formai una cadena de eventus correlaus chi, pranu pranu po su protagonista ant a perdi su elementu de casualidade.
"
1,"torrau a scola, mancai siat po totus su piciocu chi at “frigau sa morti”, no at a tenni bonas novas in sa màgini sua; in su tempus de una chistioni in classi impitzus de su contu “the destructors” de graham greene, una picioca, gretchen ross (jena malone), intrat in sa classi e, a pustis de su cumbidu de sa professoressa de si setzi acanta de su prus piciocu bellixeddu, acabat accanta de donnie.
"
1,"a pustis de is letzionis, in sa machina impari a su babu, at a mancai a s’ùrtimu momentu de stumbai “nannai morti”, una bècia chi passat is diis suas a sola e faendi ananti e a palas aroru de sa domu e sa cascita de is lìteras, sèmpiri sbuida.
"
1,"donnie circat de chistionai impari a issa, ma nannai morti ddi at a nai una sentèntzia spantosa a s’origa: “dònnia criatura in sa terra est sola candu si morit”.
"
1,"custa fràsia tenit significau meda in sa arrexoni strobada de su piciocu, chi in su mentris, at a nai a sa psicanalista ca at connotu unu amigu imaginàriu nou, frank (james duval).
"
1,"frank arribat in is bisus de donnie in trassa de unu conillu nieddu mannu, de forma umana e de aspetu de dimòniu; fiat issu chi ddu sarvàt su noti de s’arrutroxa de su motori, traghendi-ddu in su sonnu a su campu de golf po ddi nai sa acabada de su mundu, e a pustis a ddi nai de afundai sa scola.
"
1,"su 6 de santaine
"
1,"donnie si bidit cun is amigus e benit a isciri de sa serrada de s’iscola po cruppa de unu chantu de atos vandalicos cae da anti fata diventare inagibile; torrendi a domu sua bidit gretchen strobbada de dusu malarionis, cae gratzias a s’interventu cosa sua accabanta cun su strobbu.
"
1,"accumpangendidha a domu sua, at a iscoprire de tenniri unu feeling impare a issa, cae du at a portare a de cherere de essere sa picciona sua.
"
1,"in su tempus de is atividades extrascolasticas, sa professoressa de ginnastica, cae sustenit sos inditos bigotos e demagogicos de su motivatori jim cunningham, cicada de fare impare a sos iscolaros unu traballu tzerriau “sa linea de sa vida”, me sa cale sos istudedentes deppinti donai giuditziu de spantu o amore in d’una precisa situazioni.
"
1,"donnie depit circare de donai giuditziu in d’una situatzione innui unu picciocu agatat unu borsellinu e si tenit su dinai, e esprimit s’impossibillidade logica de fai brintare sa situatzione in d’unu schema aici cirdinu chenzie pigai in consideru totas is emotziones umanas.
"
1,"in custa manera sa professoressa e donnie tenint unu certu ca at a portare su picciocu a una sospensione de is atividades extrascolasticas.
"
1,"su 10 de santaine
"
1,"crescit su interessu de donnie po s’accennu de frank a sos viaggios in su tempu, e chistiona impare a su professori de fisica de sos wormwholes e sos viaggios temporales.
"
1,"su professori, prexiau meda de su interessu de donnie po s’argumentu, di faidi a scusi s’arregallu de unu libru nomenadu “sa filosofia de sos viaggios me su tempu”, iscritu de roberta sparrow, alias “nannai morti”, a pustis de ai lassau sas mongias e donau letziones me sa matessi iscola de donnie.
"
1,"in su fratempus cae donnie ligit su libru bidit sas primas coincidentzias: penzat cae frank di di aidi nomenau sos vaggios in su tempu po benire a cunoscientzia de su libru e de sa sua iscritora, e sa frasi de nannai morti pigat po issu unu significadu particolare, cae du portat a cunsideru ca totu me sa vida, sa circada de su significadu cosa sua puru, perdit de sensu chi a sa fini unu omne morit assolu.
"
1,"su strobbu psicologicu crescit: impare a sas visiones de frank, donnie cummentzat a bire prietziones chenzie cabori tzerriasu whormeholes bessire de sa piturra de sa gente e ndi fai prima de issos sos movimentos, cumente chi podiant essi traciasa de sa realtade spatzio-tempus giai prestabilidos, e sighendi cussu de cosa sua agatat una pistola inboddicada me su armadio de su babbu.
"
1,"su 18 de santaine
"
1,"a s’iscola de donnie, jim cunningham (patrick swayze) tenit unu seminariu po donai letzionis a sos picciocus po stesinai sa timoria e sos vitzios de sa vida.
"
1,"cunningham parit unu oratori bonu ca arrennescit a cunvintzere sa gente de sa bontade de sos insegnamentos suos fadendi leba impiztus a contus cundiusu de bigotismu e demagogia;
"
1,"donnie intervenit innantes a totus provochendi cunningham e donendindi de s’anticristu, e a pustis benit stesiau de s’aula.
"
1,"ligendi melus su libru de roberta sparrow, donnie si accatat cae totas sas suas visiones doi sunt scritas me in suas patzinas e si cunvincit de bivere de protagonista in d’unu destinu imminenti.
"
1,"in su fratempus su rapportu cun gretchen crescit, e in su tempus cae si accatant a su cinema, torrada a cumparrire frank cae di narat de abruxiare sa domo de cunningham, in su fratempus cae totus sunt a unu ispetaculu de iscola.
"
1,"una borta cae su fogu est istudhau si mustrat su latu niedhu de jim cunningham, cun s’iscoperta de una stanza cuada fata po girare videusu pedopornograficusu po su tziru de pedofilusu de sa calle fadiat parte.
"
1,"su 24 de santaine
"
1,"a pustis de s’arrestu de cunningham, sa professoressa cae du sustenit si fadet meri de su cumitau de difesa, cae però non di donat s’ocasione po accumpangiare sas sparkle motion a los angeles.
"
1,"sa professoressa de literas, in su fratempus, benit licentziada, ma prima de s’indandare chistiona impare a donnie, su iscolaru chi reputat mellus in sa classi, e di iscrire in sa lavagna su nomene de cussu cae segundu issa est sa paraula prus bella de totu sa limba ingresa:
"
1,"cellardoor (enna de su magasinu).
"
1,"su 29 de santaine
"
1,"a sa sorri de donnie, elizabeth, di benit communicada s’amissione a s’universidade de harvard, e impare a su fradi decidit de fai festa, tenendi contu cae sos pearentes non sunt in domu propriu me sa die de halloween.
"
1,"in su tempus de sa festa, arribat sa piccioca de donnie, aribada po tenni cunfortu a pustis de ai agatadu sa domu sciusciada e sa mama sparessia;
"
1,"gretchen narat a donnie sas timorias suas e d’accabhant a fai s’amori.
"
1,"a s’accabhu donnie tenit s’impressione de no essi prus assolu, e po unu momentu totas sas suas timorias parino isparessias; ma a su arribu de su 30 de santaine, torrant ss sus visiones.
"
1,"siguru de una noba premonizione, si cunvincit cae sa fini de su mundu est arribada, e pighendi s’urtima citazione de s professoressa cummente a urtimu inditu, currit cun sa picciona e sos amigus in sa domo de nannai morte, credendi de accatai in su magasinu de cosa sua sa crae po salvare su mundu.
"
1,"brintendi me su magasinu impare a gretchen aidi ad agatare sceti sos duoso malarionis cae d’ianta donadu strobhu, in su empus de su certu contra de issos arribat una macchina, cae po no pinnigare nannai morte, aidi a istreccare gretchen.
"
1,"su meri de sa macchina bessit po bire sa situazione, est frank cae benit bocciu de donnie, scunvoltu de sa boccidura de sa piccioca, cun unu corpu de pistola.
"
1,"torrendi portare su corpu de gretchen, donnie aidi a bire unu spantosu muntruaxiu de nues niedhas in su chelu de sa tzitade, bistas de donnie cummente manfestatziones fisicas de sos whormwholes.
"
1,"in su fratempus de s’ala de s’areo pigau de sa mama e sa sorri de donnie, si staccat unu motori cae aidi ad accabhai impitzus de de sa domu sua boccendiddu in su letu cosa sua sa noti de su 2 de santaine 1988.
"
1,"donnie darko est, in realtade, mortu in su mundu reali su 2 de santaine de su 1988, ma tota sa gente ca aide passau sas 28 dies tenit sa cunsapevolentzia inconscia de ai bividu cussas dies in su “universu tangenti”.
"
1,"de su mesi de maju de su 2008 funt bessias boghes secundu sa calle doi siat sa possibilidade de unu sequel de su film, su nomine possibili est s.
"
1,"sa regia depit essere de chris fisher e sos traballos depint cummentzare su 18 de maju.
"
1,"sa colonna sonora
"
1,"importante meda po s’andamentu e sas atmosferas de su film est sa colonna sonora, aroru de pop e new wave de sos annos ’80.
"
1,"agatausu dunquas gruppus de importu meda cummente joy division, tears for fears, duran duran, echo and the bunnyman e sa cover de su classicu de sos tears for fears “mad world” torrada a fai de su cantautori gary jules.
"
